,LOTTO GAME,DRAW DATE,JACKPOT (PHP),WINNERS,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
5828,Lotto 6/42,4 01 2022,"38,829,392.80",0,12,16,8,11,1,18
5836,Grand Lotto 6/55,3 01 2022,"49,182,969.40",0,1,39,2,24,16,33
5837,Megalotto 6/45,3 01 2022,"8,910,000.00",0,24,8,25,32,12,30
5845,Ultra Lotto 6/58,2 01 2022,"54,346,532.80",0,10,25,1,35,4,58
5846,Superlotto 6/49,2 01 2022,"108,246,513.20",0,24,31,43,28,30,42
5853,Ultra Lotto 6/58,31 12 2021,"51,482,998.00",0,47,26,48,14,8,6
5854,Megalotto 6/45,31 12 2021,"8,910,000.00",0,19,3,15,39,18,16
5862,Superlotto 6/49,30 12 2021,"102,533,940.40",0,37,2,34,1,24,23
5863,Lotto 6/42,30 12 2021,"34,890,087.80",0,14,41,29,13,32,2
5871,Grand Lotto 6/55,29 12 2021,"45,112,697.00",0,34,48,46,3,50,10
5872,Megalotto 6/45,29 12 2021,"27,879,938.20",2,18,29,3,25,15,39
5880,Ultra Lotto 6/58,28 12 2021,"49,500,000.00",0,21,19,39,24,36,22
5881,Superlotto 6/49,28 12 2021,"95,981,481.40",0,19,27,33,13,45,44
5882,Lotto 6/42,28 12 2021,"30,637,029.60",0,27,23,38,40,17,24
5890,Grand Lotto 6/55,27 12 2021,"41,339,991.40",0,26,13,4,54,47,14
5891,Megalotto 6/45,27 12 2021,"23,816,905.60",0,43,21,34,8,37,19
5899,Ultra Lotto 6/58,26 12 2021,"49,500,000.00",0,43,21,18,22,57,51
5900,Superlotto 6/49,26 12 2021,"90,310,805.20",0,31,39,35,3,5,25
5907,Ultra Lotto 6/58,24 12 2021,"49,500,000.00",0,14,27,16,2,34,45
5908,Megalotto 6/45,24 12 2021,"19,989,688.40",0,26,31,36,21,6,33
5916,Superlotto 6/49,23 12 2021,"85,364,044.20",0,18,11,22,14,43,30
5917,Lotto 6/42,23 12 2021,"26,815,771.60",0,13,3,8,27,15,12
5925,Grand Lotto 6/55,22 12 2021,"37,535,421.80",0,3,33,4,40,34,35
5926,Megalotto 6/45,22 12 2021,"17,866,234.20",0,7,36,17,6,40,23
5934,Ultra Lotto 6/58,21 12 2021,"49,500,000.00",0,16,2,18,26,14,58
5935,Superlotto 6/49,21 12 2021,"79,619,495.40",0,11,34,3,22,16,4
5936,Lotto 6/42,21 12 2021,"22,950,000.00",0,5,18,35,7,33,40
5944,Grand Lotto 6/55,20 12 2021,"33,888,766.00",0,15,24,8,5,10,43
5945,Megalotto 6/45,20 12 2021,"14,252,027.00",0,37,18,13,30,20,26
5953,Ultra Lotto 6/58,19 12 2021,"49,500,000.00",0,58,28,48,3,8,41
5954,Superlotto 6/49,19 12 2021,"74,715,890.20",0,4,35,12,48,18,49
5961,Grand Lotto 6/55,18 12 2021,"30,448,419.00",0,37,7,26,46,24,52
5962,Lotto 6/42,18 12 2021,"19,614,132.00",0,29,35,8,39,17,10
5970,Ultra Lotto 6/58,17 12 2021,"49,500,000.00",0,44,57,19,24,10,52
5971,Megalotto 6/45,17 12 2021,"10,810,664.80",0,45,5,29,36,43,20
5979,Superlotto 6/49,16 12 2021,"69,942,001.60",0,9,16,47,43,17,10
5980,Lotto 6/42,16 12 2021,"16,056,791.80",0,25,13,7,31,22,40
5988,Grand Lotto 6/55,15 12 2021,"29,700,000.00",0,41,31,16,29,52,14
5989,Megalotto 6/45,15 12 2021,"8,910,000.00",0,3,24,8,21,14,20
5997,Ultra Lotto 6/58,14 12 2021,"49,500,000.00",0,49,15,9,56,45,12
5998,Superlotto 6/49,14 12 2021,"64,628,064.80",0,5,20,4,44,16,18
5999,Lotto 6/42,14 12 2021,"12,696,647.60",0,6,2,23,28,5,17
6007,Grand Lotto 6/55,13 12 2021,"29,700,000.00",0,52,31,55,43,18,34
6008,Megalotto 6/45,13 12 2021,"8,910,000.00",0,36,10,12,7,40,4
6016,Ultra Lotto 6/58,12 12 2021,"49,500,000.00",0,44,8,9,11,36,57
6017,Superlotto 6/49,12 12 2021,"59,654,675.60",0,28,45,36,2,16,14
6024,Grand Lotto 6/55,11 12 2021,"29,700,000.00",0,27,2,23,49,15,52
6025,Lotto 6/42,11 12 2021,"9,544,200.80",0,30,5,25,23,32,41
6033,Ultra Lotto 6/58,10 12 2021,"49,500,000.00",0,57,2,33,41,44,56
6034,Megalotto 6/45,10 12 2021,"83,757,220.80",1,33,27,18,42,3,23
6042,Superlotto 6/49,9 12 2021,"54,314,585.20",0,12,3,21,29,31,43
6043,Lotto 6/42,9 12 2021,"6,019,007.60",0,18,39,38,11,28,3
6051,Grand Lotto 6/55,8 12 2021,"29,700,000.00",0,28,20,41,11,5,27
6052,Megalotto 6/45,8 12 2021,"76,872,728.00",0,8,43,2,37,39,44
6060,Ultra Lotto 6/58,7 12 2021,"49,500,000.00",0,54,36,5,45,8,18
6061,Superlotto 6/49,7 12 2021,"49,281,828.40",0,33,40,5,46,13,38
6062,Lotto 6/42,7 12 2021,"5,940,000.00",0,11,15,8,4,1,36
6070,Grand Lotto 6/55,6 12 2021,"29,700,000.00",0,44,10,51,36,55,48
6071,Megalotto 6/45,6 12 2021,"70,385,921.60",0,31,30,18,5,38,32
6079,Ultra Lotto 6/58,5 12 2021,"49,500,000.00",0,52,4,8,55,15,46
6080,Superlotto 6/49,5 12 2021,"45,045,300.20",0,8,26,48,22,27,19
6087,Grand Lotto 6/55,4 12 2021,"29,700,000.00",0,24,41,10,18,31,22
6088,Lotto 6/42,4 12 2021,"5,940,000.00",1,21,11,19,8,42,4
6096,Ultra Lotto 6/58,3 12 2021,"49,500,000.00",0,32,5,41,53,35,20
6097,Megalotto 6/45,3 12 2021,"63,770,476.80",0,35,12,25,36,34,33
6105,Superlotto 6/49,2 12 2021,"40,350,451.60",0,1,7,29,16,17,12
6106,Lotto 6/42,2 12 2021,"5,975,395.80",1,30,4,9,21,5,20
6114,Grand Lotto 6/55,1 12 2021,"29,700,000.00",0,44,11,55,54,35,28
6115,Megalotto 6/45,1 12 2021,"57,707,151.60",0,25,1,27,26,30,45
6123,Ultra Lotto 6/58,30 11 2021,"49,500,000.00",0,51,45,24,21,58,13
6124,Superlotto 6/49,30 11 2021,"35,457,422.60",0,19,15,48,46,40,36
6125,Lotto 6/42,30 11 2021,"5,940,000.00",0,10,14,31,9,1,33
6133,Grand Lotto 6/55,29 11 2021,"162,347,069.60",1,29,42,12,41,1,35
6134,Megalotto 6/45,29 11 2021,"52,129,044.80",0,1,23,38,8,17,30
6142,Ultra Lotto 6/58,28 11 2021,"49,500,000.00",0,34,5,39,16,11,48
6143,Superlotto 6/49,28 11 2021,"31,792,850.60",0,9,33,47,27,48,13
6150,Grand Lotto 6/55,27 11 2021,"155,207,700.00",0,19,27,21,25,16,33
6151,Lotto 6/42,27 11 2021,"5,940,000.00",1,7,13,5,30,24,12
6159,Ultra Lotto 6/58,26 11 2021,"378,750,791.20",1,20,17,12,29,10,46
6160,Megalotto 6/45,26 11 2021,"47,588,952.00",0,20,23,15,28,43,12
6168,Superlotto 6/49,25 11 2021,"27,444,921.80",0,45,27,1,20,39,16
6169,Lotto 6/42,25 11 2021,"16,037,716.20",1,38,41,21,28,2,13
6177,Grand Lotto 6/55,24 11 2021,"147,715,023.60",0,37,2,45,49,46,13
6178,Megalotto 6/45,24 11 2021,"42,653,691.00",0,29,38,19,28,13,2
6186,Ultra Lotto 6/58,23 11 2021,"360,984,981.60",0,58,19,35,46,30,10
6187,Superlotto 6/49,23 11 2021,"22,725,901.60",0,30,13,49,45,37,46
6188,Lotto 6/42,23 11 2021,"12,323,185.60",0,35,19,36,40,4,24
6196,Grand Lotto 6/55,22 11 2021,"140,922,145.20",0,50,43,33,23,27,14
6197,Megalotto 6/45,22 11 2021,"38,586,333.20",0,34,23,17,9,40,8
6205,Ultra Lotto 6/58,21 11 2021,"347,383,868.80",0,26,36,41,43,21,1
6206,Superlotto 6/49,21 11 2021,"19,258,656.60",0,8,22,48,13,16,38
6213,Grand Lotto 6/55,20 11 2021,"134,347,511.20",0,3,10,5,14,43,23
6214,Lotto 6/42,20 11 2021,"9,213,202.00",0,15,12,10,38,17,1
6222,Ultra Lotto 6/58,19 11 2021,"334,370,239.60",0,55,21,6,28,42,25
6223,Megalotto 6/45,19 11 2021,"34,517,767.60",0,41,35,23,25,2,38
6231,Superlotto 6/49,18 11 2021,"15,840,000.00",0,1,27,33,25,26,8
6232,Lotto 6/42,18 11 2021,"6,045,592.80",0,19,30,23,11,42,36
6240,Grand Lotto 6/55,17 11 2021,"127,574,441.60",0,41,36,21,47,4,11
6241,Megalotto 6/45,17 11 2021,"30,072,173.40",0,38,28,3,26,15,18
6249,Ultra Lotto 6/58,16 11 2021,"318,822,874.80",0,14,22,4,19,25,5
6250,Superlotto 6/49,16 11 2021,"15,840,000.00",0,4,16,5,12,13,42
6251,Lotto 6/42,16 11 2021,"5,940,000.00",0,35,27,4,34,31,17
6259,Grand Lotto 6/55,15 11 2021,"120,950,659.60",0,54,35,22,9,2,8
6260,Megalotto 6/45,15 11 2021,"26,167,834.20",0,44,39,41,28,7,42
6268,Ultra Lotto 6/58,14 11 2021,"306,614,551.20",0,55,21,12,48,1,35
6269,Superlotto 6/49,14 11 2021,"15,840,000.00",0,23,30,38,21,47,44
6276,Grand Lotto 6/55,13 11 2021,"115,304,430.00",0,3,53,17,35,55,24
6277,Lotto 6/42,13 11 2021,"8,489,696.40",1,9,25,35,21,15,37
6285,Ultra Lotto 6/58,12 11 2021,"295,959,594.80",0,5,15,53,23,31,49
6286,Megalotto 6/45,12 11 2021,"22,608,864.40",0,38,6,41,35,14,29
6294,Superlotto 6/49,11 11 2021,"15,840,000.00",0,16,46,38,12,15,35
6295,Lotto 6/42,11 11 2021,"5,940,000.00",0,38,15,35,25,21,16
6303,Grand Lotto 6/55,10 11 2021,"109,459,870.40",0,34,40,55,48,13,43
6304,Megalotto 6/45,10 11 2021,"18,926,816.60",0,16,41,14,44,5,15
6312,Ultra Lotto 6/58,9 11 2021,"284,504,617.20",0,40,58,5,18,17,50
6313,Superlotto 6/49,9 11 2021,"15,840,000.00",1,21,41,19,1,8,38
6314,Lotto 6/42,9 11 2021,"5,940,000.00",0,1,22,21,26,19,16
6322,Grand Lotto 6/55,8 11 2021,"103,834,892.80",0,8,45,47,5,21,40
6323,Megalotto 6/45,8 11 2021,"15,589,070.20",0,40,35,21,42,14,15
6331,Ultra Lotto 6/58,7 11 2021,"274,639,689.60",0,16,17,44,49,37,25
6332,Superlotto 6/49,7 11 2021,"15,840,000.00",0,45,19,24,20,44,26
6339,Grand Lotto 6/55,6 11 2021,"98,594,453.80",0,49,10,41,22,47,42
6340,Lotto 6/42,6 11 2021,"8,244,527.20",1,24,27,29,8,22,4
6348,Ultra Lotto 6/58,5 11 2021,"264,557,261.20",0,22,43,19,12,13,2
6349,Megalotto 6/45,5 11 2021,"12,268,535.20",0,9,32,10,24,17,33
6357,Superlotto 6/49,4 11 2021,"125,692,139.20",1,5,3,10,17,43,49
6358,Lotto 6/42,4 11 2021,"5,940,000.00",0,35,34,14,22,6,33
6366,Grand Lotto 6/55,3 11 2021,"93,442,081.00",0,14,9,51,28,29,35
6367,Megalotto 6/45,3 11 2021,"8,910,000.00",0,34,13,4,28,38,8
6375,Ultra Lotto 6/58,2 11 2021,"253,420,874.40",0,6,14,28,27,2,18
6376,Superlotto 6/49,2 11 2021,"119,006,735.20",0,1,26,10,17,32,15
6377,Lotto 6/42,2 11 2021,"5,940,000.00",0,30,15,36,20,4,29
6385,Grand Lotto 6/55,1 11 2021,"88,746,753.40",0,36,18,21,13,32,53
6386,Megalotto 6/45,1 11 2021,"8,910,000.00",0,35,13,7,15,38,3
6394,Ultra Lotto 6/58,31 10 2021,"245,552,834.00",0,16,50,51,46,2,54
6395,Superlotto 6/49,31 10 2021,"113,652,498.40",0,18,2,32,17,48,14
6402,Grand Lotto 6/55,30 10 2021,"85,148,618.20",0,2,50,52,47,53,34
6403,Lotto 6/42,30 10 2021,"5,940,000.00",1,26,5,42,32,15,19
6411,Ultra Lotto 6/58,29 10 2021,"237,168,101.60",0,28,43,31,8,15,6
6412,Megalotto 6/45,29 10 2021,"8,910,000.00",0,12,42,26,37,27,10
6420,Ultra Lotto 6/58,29 10 2021,"237,168,101.60",0,28,43,31,8,15,6
6421,Megalotto 6/45,29 10 2021,"8,910,000.00",0,12,42,26,37,27,10
6429,Superlotto 6/49,28 10 2021,"107,635,027.60",0,10,36,9,6,40,7
6430,Lotto 6/42,28 10 2021,"5,940,000.00",1,37,9,25,14,28,4
6438,Grand Lotto 6/55,27 10 2021,"80,448,050.40",0,6,27,37,31,52,46
6439,Megalotto 6/45,27 10 2021,"35,235,440.60",1,36,26,4,34,25,33
6447,Ultra Lotto 6/58,26 10 2021,"227,573,866.40",0,50,12,3,26,28,21
6448,Superlotto 6/49,26 10 2021,"101,684,788.80",0,1,19,30,42,16,26
6449,Lotto 6/42,26 10 2021,"5,940,000.00",0,29,13,4,32,26,25
6457,Grand Lotto 6/55,25 10 2021,"76,419,643.40",0,38,21,23,28,19,51
6458,Megalotto 6/45,25 10 2021,"31,618,731.80",0,20,37,34,40,44,26
6466,Ultra Lotto 6/58,24 10 2021,"219,851,606.80",0,56,7,35,25,52,29
6467,Superlotto 6/49,24 10 2021,"97,092,674.40",0,18,12,8,27,44,3
6474,Grand Lotto 6/55,23 10 2021,"72,526,085.20",0,43,45,6,8,27,13
6475,Lotto 6/42,23 10 2021,"32,981,785.40",1,42,3,41,19,1,7
6483,Ultra Lotto 6/58,22 10 2021,"212,014,810.80",0,37,54,14,51,48,5
6484,Megalotto 6/45,22 10 2021,"28,082,748.80",0,38,41,37,5,25,30
6492,Superlotto 6/49,21 10 2021,"92,266,370.60",0,26,9,33,42,36,24
6493,Lotto 6/42,21 10 2021,"29,475,288.00",0,15,33,22,38,7,26
6501,Grand Lotto 6/55,20 10 2021,"68,729,626.40",0,22,21,18,39,23,9
6502,Megalotto 6/45,20 10 2021,"24,530,622.40",0,2,18,45,1,15,30
6510,Ultra Lotto 6/58,19 10 2021,"203,160,211.20",0,16,32,50,22,28,35
6511,Superlotto 6/49,19 10 2021,"87,368,680.60",0,43,32,39,31,34,13
6512,Lotto 6/42,19 10 2021,"25,997,244.40",0,26,25,28,39,16,32
6520,Grand Lotto 6/55,18 10 2021,"64,926,006.00",0,21,2,18,10,1,15
6521,Megalotto 6/45,18 10 2021,"21,227,807.60",0,24,28,40,29,5,21
6529,Ultra Lotto 6/58,17 10 2021,"195,992,329.60",0,2,13,4,37,18,48
6530,Superlotto 6/49,17 10 2021,"83,406,406.40",0,15,38,37,25,7,43
6537,Grand Lotto 6/55,16 10 2021,"61,163,628.80",0,33,21,24,52,54,38
6538,Lotto 6/42,16 10 2021,"22,834,039.60",0,3,15,11,25,22,16
6546,Ultra Lotto 6/58,15 10 2021,"188,917,798.40",0,37,3,35,2,42,44
6547,Megalotto 6/45,15 10 2021,"17,871,967.60",0,13,21,37,23,44,25
6555,Superlotto 6/49,14 10 2021,"78,974,193.00",0,43,8,48,18,49,47
6556,Lotto 6/42,14 10 2021,"19,396,737.20",0,23,25,15,3,16,32
6564,Superlotto 6/49,14 10 2021,"78,974,193.00",0,43,8,48,18,49,47
6565,Lotto 6/42,14 10 2021,"19,396,737.20",0,23,25,15,3,16,32
6573,Grand Lotto 6/55,13 10 2021,"57,394,042.60",0,55,43,10,53,6,31
6574,Megalotto 6/45,13 10 2021,"14,743,936.80",0,43,41,24,35,25,31
6582,Ultra Lotto 6/58,12 10 2021,"181,276,124.80",0,3,30,45,19,16,32
6583,Superlotto 6/49,12 10 2021,"74,573,439.40",0,10,36,20,44,3,31
6584,Lotto 6/42,12 10 2021,"16,453,753.80",0,14,4,30,2,33,22
6592,Grand Lotto 6/55,11 10 2021,"53,836,405.20",0,16,55,9,10,8,40
6593,Megalotto 6/45,11 10 2021,"11,834,738.80",0,43,44,38,39,25,30
6601,Ultra Lotto 6/58,10 10 2021,"175,070,668.40",0,19,3,40,57,54,56
6602,Superlotto 6/49,10 10 2021,"71,122,046.00",0,43,35,30,10,9,46
6609,Grand Lotto 6/55,9 10 2021,"50,338,476.60",0,7,31,33,49,16,42
6610,Lotto 6/42,9 10 2021,"13,830,357.20",0,28,33,19,18,30,12
6618,Ultra Lotto 6/58,8 10 2021,"168,558,747.60",0,49,20,32,15,22,1
6619,Megalotto 6/45,8 10 2021,"8,976,831.80",0,39,38,5,11,29,41
6627,Superlotto 6/49,7 10 2021,"67,048,032.00",0,27,33,20,15,25,21
6628,Lotto 6/42,7 10 2021,"10,747,777.00",0,17,13,37,38,7,9
6636,Grand Lotto 6/55,6 10 2021,"46,697,535.60",0,8,33,39,55,10,28
6637,Megalotto 6/45,6 10 2021,"8,910,000.00",0,6,41,35,34,7,38
6645,Ultra Lotto 6/58,5 10 2021,"161,054,996.40",0,45,41,2,42,48,3
6646,Superlotto 6/49,5 10 2021,"62,477,250.20",0,43,47,2,12,48,34
6647,Lotto 6/42,5 10 2021,"7,957,175.40",0,18,10,24,36,15,27
6655,Grand Lotto 6/55,4 10 2021,"43,028,590.00",0,3,16,38,29,55,26
6656,Megalotto 6/45,4 10 2021,"8,910,000.00",0,34,22,6,38,2,19
6664,Ultra Lotto 6/58,3 10 2021,"155,093,968.80",0,6,17,31,8,13,5
6665,Superlotto 6/49,3 10 2021,"59,135,096.00",0,22,14,34,26,23,5
6672,Grand Lotto 6/55,2 10 2021,"39,540,863.20",0,10,24,35,12,55,42
6673,Lotto 6/42,2 10 2021,"5,940,000.00",0,16,12,4,36,22,17
6681,Ultra Lotto 6/58,1 10 2021,"148,944,172.40",0,18,49,23,22,19,47
6682,Megalotto 6/45,1 10 2021,"8,910,000.00",1,9,13,29,30,10,19
6690,Superlotto 6/49,30 09 2021,"55,270,601.60",0,20,26,46,29,21,39
6691,Lotto 6/42,30 09 2021,"5,940,000.00",0,28,23,40,11,7,8
6699,Grand Lotto 6/55,29 09 2021,"35,975,682.00",0,38,10,31,43,9,42
6700,Megalotto 6/45,29 09 2021,"54,993,929.60",1,14,11,3,7,10,30
6708,Ultra Lotto 6/58,28 09 2021,"142,003,647.60",0,21,58,34,4,33,1
6709,Superlotto 6/49,28 09 2021,"51,023,230.80",0,8,2,45,18,41,44
6710,Lotto 6/42,28 09 2021,"36,829,296.20",1,10,6,2,9,18,29
6718,Grand Lotto 6/55,27 09 2021,"33,325,565.80",0,14,46,5,22,51,40
6719,Megalotto 6/45,27 09 2021,"50,728,791.20",0,45,35,3,8,44,7
6727,Ultra Lotto 6/58,26 09 2021,"136,733,662.00",0,16,3,23,19,55,36
6728,Superlotto 6/49,26 09 2021,"48,278,215.20",0,43,33,5,12,35,3
6735,Grand Lotto 6/55,25 09 2021,"30,760,499.60",0,8,32,15,18,1,21
6736,Lotto 6/42,25 09 2021,"33,719,984.20",0,35,7,15,17,9,34
6744,Ultra Lotto 6/58,24 09 2021,"131,333,920.40",0,4,12,14,44,55,6
6745,Megalotto 6/45,24 09 2021,"46,502,069.40",0,2,4,24,6,28,41
6753,Superlotto 6/49,23 09 2021,"44,950,218.00",0,37,17,41,38,20,28
6754,Lotto 6/42,23 09 2021,"29,947,726.80",0,3,10,33,15,34,27
6762,Grand Lotto 6/55,22 09 2021,"29,700,000.00",0,18,37,3,41,10,1
6763,Megalotto 6/45,22 09 2021,"42,878,935.60",0,18,31,37,40,19,3
6771,Ultra Lotto 6/58,21 09 2021,"125,445,668.80",0,35,49,57,23,24,48
6772,Superlotto 6/49,21 09 2021,"41,558,288.00",0,37,22,43,9,29,38
6773,Lotto 6/42,21 09 2021,"26,734,624.00",0,24,42,36,40,34,20
6781,Grand Lotto 6/55,20 09 2021,"29,700,000.00",0,25,48,5,51,28,11
6782,Megalotto 6/45,20 09 2021,"38,995,601.20",0,30,44,20,18,5,22
6790,Ultra Lotto 6/58,19 09 2021,"120,481,861.60",0,32,21,5,34,27,10
6791,Superlotto 6/49,19 09 2021,"38,935,305.40",0,45,23,40,8,26,47
6798,Grand Lotto 6/55,18 09 2021,"29,700,000.00",0,54,24,44,4,40,55
6799,Lotto 6/42,18 09 2021,"23,853,504.40",0,18,29,12,2,30,8
6807,Ultra Lotto 6/58,17 09 2021,"115,501,193.60",0,51,34,8,43,9,32
6808,Megalotto 6/45,17 09 2021,"35,206,957.00",0,21,42,30,20,40,1
6816,Superlotto 6/49,16 09 2021,"35,834,330.00",0,22,30,46,47,18,48
6817,Lotto 6/42,16 09 2021,"20,475,226.00",0,2,28,33,31,13,12
6825,Grand Lotto 6/55,15 09 2021,"29,700,000.00",0,28,13,21,25,7,31
6826,Megalotto 6/45,15 09 2021,"31,817,270.00",0,29,30,17,18,43,38
6834,Ultra Lotto 6/58,14 09 2021,"109,973,786.00",0,54,1,44,13,51,25
6835,Superlotto 6/49,14 09 2021,"32,484,822.60",0,33,14,43,20,11,19
6836,Lotto 6/42,14 09 2021,"17,521,510.00",0,8,6,2,12,35,27
6844,Grand Lotto 6/55,13 09 2021,"29,700,000.00",0,32,1,2,38,17,5
6845,Megalotto 6/45,13 09 2021,"28,312,271.20",0,4,13,19,42,39,41
6853,Ultra Lotto 6/58,12 09 2021,"105,502,286.00",0,31,28,15,2,50,43
6854,Superlotto 6/49,12 09 2021,"30,047,170.40",0,23,26,20,27,10,15
6861,Grand Lotto 6/55,11 09 2021,"29,700,000.00",0,7,10,8,23,3,43
6862,Lotto 6/42,11 09 2021,"15,003,188.20",0,15,19,41,34,7,35
6870,Ultra Lotto 6/58,10 09 2021,"101,205,716.80",0,42,34,46,35,5,23
6871,Megalotto 6/45,10 09 2021,"24,996,261.80",0,10,29,18,34,38,44
6879,Superlotto 6/49,9 09 2021,"27,238,425.80",0,17,35,22,5,42,24
6880,Lotto 6/42,9 09 2021,"12,494,141.00",0,10,40,19,23,17,6
6888,Grand Lotto 6/55,8 09 2021,"29,700,000.00",0,2,47,48,21,18,14
6889,Megalotto 6/45,8 09 2021,"22,060,783.60",0,17,10,42,14,2,35
6897,Ultra Lotto 6/58,7 09 2021,"96,586,921.40",0,54,37,56,18,43,45
6898,Superlotto 6/49,7 09 2021,"24,009,841.40",0,49,20,14,33,31,47
6899,Lotto 6/42,7 09 2021,"9,864,620.00",0,40,1,7,25,30,2
6907,Grand Lotto 6/55,6 09 2021,"29,700,000.00",0,21,48,6,32,37,43
6908,Megalotto 6/45,6 09 2021,"19,523,910.20",0,16,40,43,11,31,45
6916,Ultra Lotto 6/58,5 09 2021,"92,692,710.20",0,35,47,15,34,23,58
6917,Superlotto 6/49,5 09 2021,"21,666,051.40",0,17,43,41,20,46,32
6924,Grand Lotto 6/55,4 09 2021,"29,700,000.00",0,49,44,12,55,19,6
6925,Lotto 6/42,4 09 2021,"7,587,656.40",0,30,26,41,16,14,9
6933,Ultra Lotto 6/58,3 09 2021,"88,599,433.40",0,58,55,23,22,57,44
6934,Megalotto 6/45,3 09 2021,"16,479,554.00",0,28,23,34,16,6,1
6942,Superlotto 6/49,2 09 2021,"18,803,245.40",0,13,4,17,11,43,29
6943,Lotto 6/42,2 09 2021,"5,940,000.00",0,15,7,40,35,23,14
6951,Grand Lotto 6/55,1 09 2021,"29,700,000.00",0,20,5,47,39,33,54
6952,Megalotto 6/45,1 09 2021,"13,429,152.60",0,26,14,30,31,38,37
6960,Ultra Lotto 6/58,31 08 2021,"83,976,305.80",0,3,47,34,43,29,7
6961,Superlotto 6/49,31 08 2021,"15,840,000.00",0,43,42,14,41,26,45
6962,Lotto 6/42,31 08 2021,"5,940,000.00",0,27,16,3,37,1,31
6970,Grand Lotto 6/55,30 08 2021,"120,063,346.80",1,7,13,5,25,28,3
6971,Megalotto 6/45,30 08 2021,"10,335,277.20",0,41,5,19,20,13,42
6979,Ultra Lotto 6/58,29 08 2021,"80,350,332.20",0,48,32,41,36,9,18
6980,Superlotto 6/49,29 08 2021,"15,840,000.00",0,9,24,26,19,39,46
6987,Grand Lotto 6/55,28 08 2021,"114,692,024.80",0,46,40,33,29,47,25
6988,Lotto 6/42,28 08 2021,"5,940,000.00",1,21,25,41,2,17,29
6996,Ultra Lotto 6/58,27 08 2021,"76,867,640.80",0,19,53,49,47,48,56
6997,Megalotto 6/45,27 08 2021,"8,910,000.00",0,42,45,22,35,11,14
7005,Superlotto 6/49,26 08 2021,"15,840,000.00",0,10,25,35,9,46,27
7006,Lotto 6/42,26 08 2021,"17,926,182.00",1,41,17,33,34,1,15
7014,Grand Lotto 6/55,25 08 2021,"108,852,855.20",0,54,35,14,55,34,11
7015,Megalotto 6/45,25 08 2021,"8,910,000.00",0,21,29,12,38,44,43
7023,Ultra Lotto 6/58,24 08 2021,"72,938,558.60",0,39,55,31,58,22,51
7024,Superlotto 6/49,24 08 2021,"15,840,000.00",0,48,40,24,41,26,28
7025,Lotto 6/42,24 08 2021,"14,826,147.00",0,17,9,34,5,42,8
7033,Grand Lotto 6/55,23 08 2021,"103,720,418.00",0,17,30,53,5,43,8
7034,Megalotto 6/45,23 08 2021,"8,910,000.00",0,5,16,37,36,24,23
7042,Ultra Lotto 6/58,22 08 2021,"70,020,779.60",0,17,8,52,28,42,15
7043,Superlotto 6/49,22 08 2021,"15,840,000.00",0,14,39,18,6,27,11
7050,Grand Lotto 6/55,21 08 2021,"99,056,255.20",0,2,10,19,43,48,41
7051,Lotto 6/42,21 08 2021,"12,381,299.00",0,1,5,41,26,3,9
7059,Ultra Lotto 6/58,20 08 2021,"67,248,568.80",0,29,10,6,8,35,46
7060,Megalotto 6/45,20 08 2021,"24,320,079.80",1,34,3,9,10,8,32
7068,Superlotto 6/49,19 08 2021,"15,840,000.00",0,45,4,22,46,43,5
7069,Lotto 6/42,19 08 2021,"10,053,409.00",0,20,33,26,15,4,11
7077,Grand Lotto 6/55,18 08 2021,"94,956,775.40",0,50,42,26,5,22,23
7078,Megalotto 6/45,18 08 2021,"22,229,513.60",0,31,28,20,38,32,9
7086,Ultra Lotto 6/58,17 08 2021,"64,881,623.40",0,9,12,35,4,22,32
7087,Superlotto 6/49,17 08 2021,"15,840,000.00",0,7,27,40,17,31,35
7088,Lotto 6/42,17 08 2021,"8,291,180.20",0,29,32,3,34,25,19
7096,Grand Lotto 6/55,16 08 2021,"91,940,314.80",0,28,30,6,32,23,3
7097,Megalotto 6/45,16 08 2021,"20,285,343.60",0,37,13,8,10,41,3
7105,Ultra Lotto 6/58,15 08 2021,"62,826,026.40",0,3,1,47,56,6,7
7106,Superlotto 6/49,15 08 2021,"48,589,712.20",1,26,24,7,12,1,9
7113,Grand Lotto 6/55,14 08 2021,"88,969,689.00",0,11,51,45,35,32,13
7114,Lotto 6/42,14 08 2021,"6,719,409.60",0,32,14,2,22,17,42
7122,Ultra Lotto 6/58,13 08 2021,"60,876,694.40",0,4,48,33,54,51,49
7123,Megalotto 6/45,13 08 2021,"18,268,193.00",0,19,8,43,42,38,28
7131,Superlotto 6/49,12 08 2021,"46,384,474.00",0,17,49,28,45,13,7
7132,Lotto 6/42,12 08 2021,"5,940,000.00",0,20,9,15,13,33,40
7140,Grand Lotto 6/55,11 08 2021,"85,843,221.80",0,6,36,40,28,39,15
7141,Megalotto 6/45,11 08 2021,"16,300,932.60",0,23,15,44,8,21,20
7149,Ultra Lotto 6/58,10 08 2021,"58,558,636.20",0,25,27,34,11,49,45
7150,Superlotto 6/49,10 08 2021,"43,949,892.80",0,47,34,33,22,32,41
7151,Lotto 6/42,10 08 2021,"5,940,000.00",0,15,10,12,41,2,29
7159,Grand Lotto 6/55,9 08 2021,"83,065,378.80",0,2,6,39,42,27,24
7160,Megalotto 6/45,9 08 2021,"14,493,497.60",0,15,24,23,41,42,2
