,LOTTO GAME,DRAW DATE,JACKPOT (PHP),WINNERS,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
13961,Ultra Lotto 6/58,29 01 2019,"49,500,000.00",0,22,30,23,52,14,38
13962,Megalotto 6/45,28 01 2019,"8,910,000.00",0,27,34,43,6,4,5
13970,Grand Lotto 6/55,28 01 2019,"29,700,000.00",0,43,20,54,12,32,29
13971,Superlotto 6/49,27 01 2019,"15,840,000.00",1,11,41,3,20,47,22
13978,Ultra Lotto 6/58,27 01 2019,"49,500,000.00",0,44,53,39,43,38,7
13984,Lotto 6/42,26 01 2019,"6,313,599.00",0,42,36,12,1,41,35
13987,Grand Lotto 6/55,26 01 2019,"29,700,000.00",0,41,31,16,9,22,32
13988,Megalotto 6/45,25 01 2019,"8,910,000.00",0,45,2,44,23,11,20
13996,Ultra Lotto 6/58,25 01 2019,"49,500,000.00",0,27,15,34,20,22,18
13997,Superlotto 6/49,24 01 2019,"15,840,000.00",0,15,27,17,39,38,34
14003,Lotto 6/42,24 01 2019,"5,940,000.00",0,19,29,11,1,4,12
14006,Megalotto 6/45,23 01 2019,"63,810,688.00",1,19,1,25,43,18,39
14014,Grand Lotto 6/55,23 01 2019,"29,700,000.00",0,25,42,32,38,50,13
14015,Superlotto 6/49,22 01 2019,"15,840,000.00",0,38,6,37,30,39,7
14021,Lotto 6/42,22 01 2019,"5,940,000.00",0,26,15,3,13,36,10
14024,Ultra Lotto 6/58,22 01 2019,"49,500,000.00",0,24,21,15,56,7,37
14025,Megalotto 6/45,21 01 2019,"59,455,369.00",0,13,30,32,16,9,20
14033,Grand Lotto 6/55,21 01 2019,"239,204,944.00",1,17,7,38,8,5,10
14034,Superlotto 6/49,20 01 2019,"25,226,907.00",1,42,8,14,24,29,13
14041,Ultra Lotto 6/58,20 01 2019,"49,500,000.00",0,42,6,39,45,5,11
14047,Lotto 6/42,19 01 2019,"5,940,000.00",1,42,13,4,7,19,22
14050,Grand Lotto 6/55,19 01 2019,"232,708,852.00",0,23,54,3,43,30,36
14051,Megalotto 6/45,18 01 2019,"55,891,951.00",0,22,39,5,44,45,3
14059,Ultra Lotto 6/58,18 01 2019,"49,500,000.00",1,29,12,39,42,34,8
14060,Superlotto 6/49,17 01 2019,"22,781,484.00",0,14,44,34,41,12,3
14066,Lotto 6/42,17 01 2019,"5,940,000.00",0,19,29,42,40,23,4
14069,Megalotto 6/45,16 01 2019,"51,987,898.00",0,17,26,2,15,19,12
14077,Grand Lotto 6/55,16 01 2019,"225,278,464.00",0,39,15,50,34,30,41
14078,Superlotto 6/49,15 01 2019,"20,191,779.00",0,41,20,5,47,32,39
14084,Lotto 6/42,15 01 2019,"48,204,764.00",1,4,31,19,20,24,8
14087,Ultra Lotto 6/58,15 01 2019,"49,500,000.00",0,18,21,54,3,23,47
14088,Megalotto 6/45,14 01 2019,"48,643,500.00",0,29,38,6,2,31,1
14096,Grand Lotto 6/55,14 01 2019,"218,753,220.00",0,46,52,55,8,24,10
14097,Superlotto 6/49,13 01 2019,"18,481,954.00",0,9,49,28,21,41,34
14104,Ultra Lotto 6/58,13 01 2019,"58,472,458.00",1,43,55,15,2,29,56
14110,Lotto 6/42,12 01 2019,"44,683,381.00",0,23,29,31,32,42,25
14113,Grand Lotto 6/55,12 01 2019,"212,377,216.00",0,23,28,19,22,8,51
14114,Megalotto 6/45,11 01 2019,"45,348,150.00",0,2,31,18,32,44,43
14122,Ultra Lotto 6/58,11 01 2019,"55,805,699.00",0,7,21,23,39,25,18
14123,Superlotto 6/49,10 01 2019,"15,993,225.00",0,44,30,33,46,22,10
14129,Lotto 6/42,10 01 2019,"41,432,269.00",0,30,28,12,41,14,4
14132,Megalotto 6/45,9 01 2019,"41,905,299.00",0,20,2,21,5,37,26
14140,Grand Lotto 6/55,9 01 2019,"205,719,452.00",0,47,12,22,52,21,55
14141,Superlotto 6/49,8 01 2019,"15,840,000.00",0,4,21,32,48,16,22
14147,Lotto 6/42,8 01 2019,"37,870,562.00",0,17,32,16,27,12,22
14150,Ultra Lotto 6/58,8 01 2019,"53,162,339.00",0,45,50,30,35,49,52
14151,Megalotto 6/45,7 01 2019,"38,833,978.00",0,4,21,41,8,2,23
14159,Grand Lotto 6/55,7 01 2019,"199,808,848.00",0,25,24,2,55,9,33
14160,Superlotto 6/49,6 01 2019,"15,840,000.00",0,6,41,23,12,8,28
14167,Ultra Lotto 6/58,6 01 2019,"51,083,577.00",0,52,45,24,5,14,44
14173,Lotto 6/42,5 01 2019,"34,583,013.00",0,12,42,8,23,1,19
14176,Grand Lotto 6/55,5 01 2019,"193,858,360.00",0,28,27,26,51,42,16
14177,Megalotto 6/45,4 01 2019,"35,627,974.00",0,26,27,23,14,6,21
14185,Ultra Lotto 6/58,4 01 2019,"49,500,000.00",0,37,22,5,32,13,17
14186,Superlotto 6/49,3 01 2019,"15,840,000.00",0,3,25,34,28,40,35
14192,Lotto 6/42,3 01 2019,"31,398,207.00",0,39,22,4,16,35,5
14195,Megalotto 6/45,2 01 2019,"32,287,888.00",0,10,37,39,45,15,21
14203,Grand Lotto 6/55,2 01 2019,"187,551,396.00",0,6,44,29,26,33,1
14204,Megalotto 6/45,31 12 2018,"29,543,038.00",0,39,29,27,32,1,24
14212,Grand Lotto 6/55,31 12 2018,"182,475,032.00",0,33,30,43,11,53,31
14213,Superlotto 6/49,30 12 2018,"15,840,000.00",0,10,5,3,1,30,24
14220,Ultra Lotto 6/58,30 12 2018,"49,500,000.00",0,1,9,50,56,51,28
14226,Lotto 6/42,29 12 2018,"27,878,860.00",0,36,4,19,12,15,21
14229,Grand Lotto 6/55,29 12 2018,"178,995,380.00",0,19,12,53,7,24,48
14230,Megalotto 6/45,28 12 2018,"27,728,301.00",0,35,26,41,18,16,19
14238,Ultra Lotto 6/58,28 12 2018,"49,500,000.00",0,3,37,51,14,46,6
14239,Superlotto 6/49,27 12 2018,"15,840,000.00",0,13,5,9,24,7,29
14245,Lotto 6/42,27 12 2018,"25,042,284.00",0,9,13,36,2,20,27
14248,Megalotto 6/45,26 12 2018,"24,836,031.00",0,40,6,26,33,13,15
14256,Grand Lotto 6/55,26 12 2018,"173,116,728.00",0,32,8,48,34,55,17
14257,Megalotto 6/45,24 12 2018,"22,226,954.00",0,21,35,23,29,37,6
14265,Grand Lotto 6/55,24 12 2018,"168,143,604.00",0,45,54,18,33,52,4
14266,Superlotto 6/49,23 12 2018,"15,840,000.00",0,20,16,37,5,45,1
14273,Ultra Lotto 6/58,23 12 2018,"49,500,000.00",0,35,25,48,24,38,39
14274,Grand Lotto 6/55,22 12 2018,"165,221,580.00",0,15,23,6,52,39,29
14280,Lotto 6/42,22 12 2018,"21,655,177.00",0,22,9,7,8,35,26
14283,Megalotto 6/45,21 12 2018,"20,735,867.00",0,28,7,21,42,23,39
14291,Ultra Lotto 6/58,21 12 2018,"49,500,000.00",0,32,9,29,26,20,56
14292,Superlotto 6/49,20 12 2018,"15,840,000.00",1,17,29,43,44,8,28
14298,Lotto 6/42,20 12 2018,"18,897,437.00",0,31,34,26,27,41,32
14301,Megalotto 6/45,19 12 2018,"17,842,359.00",0,44,4,9,39,3,36
14309,Grand Lotto 6/55,19 12 2018,"159,163,732.00",0,20,29,4,17,45,55
14310,Superlotto 6/49,18 12 2018,"15,840,000.00",0,6,48,35,11,15,47
14316,Lotto 6/42,18 12 2018,"16,082,887.00",0,40,41,32,29,4,33
14319,Ultra Lotto 6/58,18 12 2018,"49,500,000.00",0,36,35,47,38,13,6
14320,Megalotto 6/45,17 12 2018,"15,245,898.00",0,20,43,35,28,44,2
14328,Grand Lotto 6/55,17 12 2018,"153,516,804.00",0,28,29,44,52,9,1
14329,Superlotto 6/49,16 12 2018,"15,840,000.00",1,25,26,21,28,12,22
14336,Ultra Lotto 6/58,16 12 2018,"49,500,000.00",0,52,45,18,1,49,36
14342,Lotto 6/42,15 12 2018,"13,582,559.00",0,41,15,10,18,23,11
14345,Grand Lotto 6/55,15 12 2018,"147,902,716.00",0,13,54,38,47,7,26
14346,Megalotto 6/45,14 12 2018,"12,610,933.00",0,33,32,19,2,21,25
14354,Ultra Lotto 6/58,14 12 2018,"49,500,000.00",0,25,56,42,26,31,49
14355,Superlotto 6/49,13 12 2018,"25,984,443.00",1,31,42,22,39,33,36
14361,Lotto 6/42,13 12 2018,"11,131,335.00",0,38,11,36,8,14,19
14364,Megalotto 6/45,12 12 2018,"10,047,083.00",0,37,15,40,4,23,31
14372,Grand Lotto 6/55,12 12 2018,"142,040,084.00",0,26,52,49,43,16,45
14373,Superlotto 6/49,11 12 2018,"23,122,100.00",0,15,34,43,7,47,27
14379,Lotto 6/42,11 12 2018,"8,862,381.00",0,27,2,22,13,3,9
14382,Ultra Lotto 6/58,11 12 2018,"49,500,000.00",0,17,13,38,4,24,39
14383,Megalotto 6/45,10 12 2018,"8,910,000.00",0,27,11,14,45,41,39
14391,Grand Lotto 6/55,10 12 2018,"136,549,380.00",0,30,23,26,34,12,8
14392,Superlotto 6/49,9 12 2018,"20,825,347.00",0,5,7,36,44,12,17
14399,Ultra Lotto 6/58,9 12 2018,"49,500,000.00",0,51,21,12,36,55,30
14405,Lotto 6/42,8 12 2018,"6,767,233.00",0,8,15,13,29,7,40
14408,Grand Lotto 6/55,8 12 2018,"131,116,556.00",0,55,10,46,37,7,22
14409,Megalotto 6/45,7 12 2018,"8,910,000.00",0,25,30,24,28,5,38
14417,Ultra Lotto 6/58,7 12 2018,"49,500,000.00",0,17,37,11,8,52,48
14418,Superlotto 6/49,6 12 2018,"18,041,883.00",0,44,1,45,25,19,42
14424,Lotto 6/42,6 12 2018,"5,940,000.00",0,24,20,5,41,16,34
14427,Megalotto 6/45,5 12 2018,"8,910,000.00",0,7,24,13,3,27,40
14435,Grand Lotto 6/55,5 12 2018,"125,361,196.00",0,47,14,46,25,53,7
14436,Superlotto 6/49,4 12 2018,"15,840,000.00",0,27,19,45,24,41,29
14442,Lotto 6/42,4 12 2018,"5,940,000.00",0,23,15,26,32,8,17
14445,Ultra Lotto 6/58,4 12 2018,"49,500,000.00",0,7,1,25,13,11,38
14446,Megalotto 6/45,3 12 2018,"8,910,000.00",1,6,10,18,2,31,26
14454,Grand Lotto 6/55,3 12 2018,"119,972,936.00",0,15,55,2,30,52,6
14455,Superlotto 6/49,2 12 2018,"15,840,000.00",0,36,15,29,21,17,42
14462,Ultra Lotto 6/58,2 12 2018,"49,500,000.00",0,31,14,37,53,7,36
14468,Lotto 6/42,1 12 2018,"22,018,008.00",1,15,26,11,23,24,1
14471,Grand Lotto 6/55,1 12 2018,"114,796,584.00",0,46,54,36,8,30,44
14472,Megalotto 6/45,30 11 2018,"76,941,062.00",1,32,22,6,7,2,41
14480,Ultra Lotto 6/58,30 11 2018,"49,500,000.00",0,50,14,21,22,20,24
14481,Superlotto 6/49,29 11 2018,"15,840,000.00",0,30,1,36,21,13,38
14487,Lotto 6/42,29 11 2018,"19,189,361.00",0,19,41,4,13,5,38
14490,Megalotto 6/45,28 11 2018,"72,438,031.00",0,3,1,4,35,18,8
14498,Grand Lotto 6/55,28 11 2018,"109,731,108.00",0,43,15,7,50,31,28
14499,Superlotto 6/49,27 11 2018,"15,840,000.00",0,30,1,15,17,27,47
14505,Lotto 6/42,27 11 2018,"16,212,549.00",0,6,39,20,10,1,26
14508,Ultra Lotto 6/58,27 11 2018,"49,500,000.00",0,10,6,56,15,25,34
14509,Megalotto 6/45,26 11 2018,"68,516,115.00",0,21,43,9,23,8,35
14517,Grand Lotto 6/55,26 11 2018,"105,155,732.00",0,31,55,26,41,33,4
14518,Superlotto 6/49,25 11 2018,"15,840,000.00",0,23,28,14,30,32,16
14525,Ultra Lotto 6/58,25 11 2018,"49,500,000.00",0,30,39,48,11,13,26
14531,Lotto 6/42,24 11 2018,"13,674,981.00",0,25,32,19,29,17,28
14534,Grand Lotto 6/55,24 11 2018,"100,791,060.00",0,22,24,39,27,1,31
14535,Megalotto 6/45,23 11 2018,"64,558,154.00",0,3,11,31,22,29,8
14543,Ultra Lotto 6/58,23 11 2018,"49,500,000.00",0,36,25,6,18,54,26
14544,Superlotto 6/49,22 11 2018,"15,840,000.00",0,42,18,14,6,38,22
14550,Lotto 6/42,22 11 2018,"11,148,941.00",0,16,20,34,1,40,41
14553,Megalotto 6/45,21 11 2018,"60,265,510.00",0,23,11,25,37,12,44
14561,Grand Lotto 6/55,21 11 2018,"96,340,888.00",0,12,54,51,6,9,40
14562,Superlotto 6/49,20 11 2018,"68,415,891.00",1,26,24,15,14,18,13
14568,Lotto 6/42,20 11 2018,"8,732,244.00",0,20,28,30,23,16,29
14571,Ultra Lotto 6/58,20 11 2018,"49,500,000.00",0,21,44,28,55,16,29
14572,Megalotto 6/45,19 11 2018,"56,743,161.00",0,8,27,32,2,4,18
14580,Grand Lotto 6/55,19 11 2018,"92,760,260.00",0,27,4,30,47,52,45
14581,Superlotto 6/49,18 11 2018,"65,059,106.00",0,4,27,32,1,20,43
14588,Ultra Lotto 6/58,18 11 2018,"49,500,000.00",0,37,39,5,35,41,12
14594,Lotto 6/42,17 11 2018,"6,673,024.00",0,41,5,32,29,24,27
14597,Grand Lotto 6/55,17 11 2018,"89,192,894.00",0,5,10,38,52,22,54
14598,Megalotto 6/45,16 11 2018,"53,094,057.00",0,15,23,24,13,34,6
14606,Ultra Lotto 6/58,16 11 2018,"49,500,000.00",1,13,12,1,41,21,45
14607,Superlotto 6/49,15 11 2018,"60,959,615.00",0,28,21,35,23,13,38
14613,Lotto 6/42,15 11 2018,"5,940,000.00",0,18,33,10,38,32,25
14616,Megalotto 6/45,14 11 2018,"49,104,452.00",0,23,6,30,24,26,5
14624,Grand Lotto 6/55,14 11 2018,"85,051,843.00",0,48,2,37,53,55,6
14625,Superlotto 6/49,13 11 2018,"57,283,590.00",0,41,29,10,45,36,33
14631,Lotto 6/42,13 11 2018,"5,940,000.00",0,38,9,18,25,3,39
14634,Ultra Lotto 6/58,13 11 2018,"49,500,000.00",0,23,14,18,16,30,37
14635,Megalotto 6/45,12 11 2018,"45,829,227.00",0,4,37,12,42,20,7
14643,Grand Lotto 6/55,12 11 2018,"81,615,395.00",0,35,36,51,1,55,3
14644,Superlotto 6/49,11 11 2018,"54,114,458.00",0,1,21,24,49,44,17
14651,Ultra Lotto 6/58,11 11 2018,"49,500,000.00",0,51,46,24,55,17,27
14657,Lotto 6/42,10 11 2018,"5,940,000.00",4,12,2,32,28,22,42
14660,Grand Lotto 6/55,10 11 2018,"78,208,519.00",0,9,11,36,50,48,15
14661,Megalotto 6/45,9 11 2018,"42,494,804.00",0,4,45,39,23,40,3
14669,Ultra Lotto 6/58,9 11 2018,"49,500,000.00",0,36,56,49,34,42,45
14670,Superlotto 6/49,8 11 2018,"50,299,053.00",0,46,25,40,5,12,24
14676,Lotto 6/42,8 11 2018,"5,940,000.00",0,10,18,27,37,26,14
14679,Megalotto 6/45,7 11 2018,"38,819,758.00",0,29,5,16,30,36,33
14687,Grand Lotto 6/55,7 11 2018,"74,257,517.00",0,13,16,33,47,30,1
14688,Superlotto 6/49,6 11 2018,"46,687,007.00",0,44,21,47,34,6,40
14694,Lotto 6/42,6 11 2018,"31,846,491.00",1,19,2,31,10,8,22
14697,Ultra Lotto 6/58,6 11 2018,"49,500,000.00",0,43,58,21,54,23,22
14698,Megalotto 6/45,5 11 2018,"35,549,150.00",0,2,38,26,41,1,31
14706,Grand Lotto 6/55,5 11 2018,"70,764,987.00",0,33,30,41,28,38,19
14707,Superlotto 6/49,4 11 2018,"43,977,543.00",0,17,7,47,32,30,38
14714,Ultra Lotto 6/58,4 11 2018,"49,500,000.00",0,35,42,6,53,3,17
14720,Lotto 6/42,3 11 2018,"28,706,100.00",0,19,41,8,7,29,25
14723,Grand Lotto 6/55,3 11 2018,"67,408,918.00",0,50,3,54,44,20,18
14724,Megalotto 6/45,2 11 2018,"32,287,508.00",0,1,33,38,27,35,20
14732,Ultra Lotto 6/58,2 11 2018,"49,500,000.00",0,27,5,54,25,44,16
14733,Superlotto 6/49,1 11 2018,"40,390,187.00",0,28,34,39,23,40,11
14739,Lotto 6/42,1 11 2018,"25,469,275.00",0,39,12,26,30,16,10
14742,Megalotto 6/45,31 10 2018,"29,252,461.00",0,14,23,22,34,38,20
14750,Grand Lotto 6/55,31 10 2018,"63,990,603.00",0,30,25,51,20,28,48
14751,Superlotto 6/49,30 10 2018,"38,281,091.00",0,9,42,19,15,25,48
14757,Lotto 6/42,30 10 2018,"23,414,708.00",0,31,14,6,8,1,19
14760,Ultra Lotto 6/58,30 10 2018,"49,500,000.00",0,22,6,48,10,49,11
14761,Megalotto 6/45,29 10 2018,"26,008,999.00",0,39,25,7,36,31,3
14769,Grand Lotto 6/55,29 10 2018,"60,482,617.00",0,44,51,20,35,17,3
14770,Superlotto 6/49,28 10 2018,"36,026,413.00",0,36,24,22,35,10,2
14777,Ultra Lotto 6/58,28 10 2018,"49,500,000.00",0,8,34,45,20,36,16
14783,Lotto 6/42,27 10 2018,"20,815,737.00",0,3,21,41,5,15,1
14786,Grand Lotto 6/55,27 10 2018,"56,939,696.00",0,50,19,3,16,46,26
14787,Megalotto 6/45,26 10 2018,"22,626,882.00",0,3,38,37,2,25,10
14795,Ultra Lotto 6/58,26 10 2018,"49,500,000.00",0,38,15,4,3,41,50
14796,Superlotto 6/49,25 10 2018,"32,262,813.00",0,28,3,2,34,19,31
14802,Lotto 6/42,25 10 2018,"17,361,135.00",0,35,31,3,41,30,5
14805,Megalotto 6/45,24 10 2018,"18,920,580.00",0,31,23,32,16,42,13
14813,Grand Lotto 6/55,24 10 2018,"53,148,578.00",0,51,50,38,26,3,16
14814,Superlotto 6/49,23 10 2018,"28,498,624.00",0,13,18,15,25,20,49
14820,Lotto 6/42,23 10 2018,"14,031,991.00",0,20,29,27,31,3,19
14823,Ultra Lotto 6/58,23 10 2018,"49,500,000.00",0,7,26,43,8,53,6
14824,Megalotto 6/45,22 10 2018,"15,558,048.00",0,13,25,26,30,28,23
14832,Grand Lotto 6/55,22 10 2018,"49,368,944.00",0,28,1,53,46,5,11
14833,Superlotto 6/49,21 10 2018,"25,421,494.00",0,47,45,32,8,3,11
14840,Ultra Lotto 6/58,21 10 2018,"49,500,000.00",0,14,16,52,53,20,11
14846,Lotto 6/42,20 10 2018,"10,928,187.00",0,39,14,37,2,32,4
14849,Grand Lotto 6/55,20 10 2018,"45,516,177.00",0,5,10,31,37,53,46
14850,Megalotto 6/45,19 10 2018,"12,074,963.00",0,31,21,22,11,20,45
14858,Ultra Lotto 6/58,19 10 2018,"49,500,000.00",0,3,25,22,55,33,41
14859,Superlotto 6/49,18 10 2018,"21,383,593.00",0,48,7,2,24,8,30
14865,Lotto 6/42,18 10 2018,"7,576,391.00",0,39,18,8,16,17,1
14868,Megalotto 6/45,17 10 2018,"8,910,000.00",0,18,44,16,34,32,1
14876,Grand Lotto 6/55,17 10 2018,"41,389,580.00",0,44,18,9,49,11,24
14877,Superlotto 6/49,16 10 2018,"17,100,773.00",0,20,48,21,36,33,9
14883,Lotto 6/42,16 10 2018,"5,940,000.00",0,14,4,25,10,29,32
14886,Ultra Lotto 6/58,16 10 2018,"49,500,000.00",0,33,23,7,46,22,20
14887,Megalotto 6/45,15 10 2018,"8,910,000.00",0,40,37,27,10,28,7
14895,Grand Lotto 6/55,15 10 2018,"37,011,004.00",0,50,11,10,19,45,13
14896,Superlotto 6/49,14 10 2018,"15,840,000.00",0,34,6,11,49,3,45
14903,Ultra Lotto 6/58,14 10 2018,"1,180,622,508.00",2,40,50,37,25,1,45
14909,Lotto 6/42,13 10 2018,"83,564,210.00",1,6,34,40,10,32,2
14912,Grand Lotto 6/55,13 10 2018,"32,176,830.00",0,35,36,21,42,38,54
14913,Megalotto 6/45,12 10 2018,"72,786,594.00",2,23,26,12,10,36,30
14921,Ultra Lotto 6/58,12 10 2018,"1,112,647,388.00",0,28,14,54,50,17,27
14922,Superlotto 6/49,11 10 2018,"15,840,000.00",0,18,10,15,3,19,46
14928,Lotto 6/42,11 10 2018,"74,387,638.00",0,20,33,22,7,14,11
14931,Megalotto 6/45,10 10 2018,"64,023,178.00",0,43,31,28,37,32,22
14939,Grand Lotto 6/55,10 10 2018,"29,700,000.00",0,34,12,37,16,13,19
14940,Superlotto 6/49,9 10 2018,"97,384,918.00",1,19,32,40,21,5,43
14946,Lotto 6/42,9 10 2018,"65,017,023.00",0,33,11,32,29,12,18
14949,Ultra Lotto 6/58,9 10 2018,"1,026,264,340.00",0,12,16,46,3,38,36
14950,Megalotto 6/45,8 10 2018,"56,250,597.00",0,41,5,21,31,45,3
14958,Grand Lotto 6/55,8 10 2018,"29,700,000.00",0,13,48,37,28,49,55
14959,Superlotto 6/49,7 10 2018,"89,049,459.00",0,13,22,24,30,49,14
14966,Ultra Lotto 6/58,7 10 2018,"954,503,164.00",0,45,21,2,30,7,10
14972,Lotto 6/42,6 10 2018,"58,521,550.00",0,31,17,21,11,29,1
14975,Grand Lotto 6/55,6 10 2018,"29,700,000.00",0,6,35,43,28,34,25
14976,Megalotto 6/45,5 10 2018,"49,482,881.00",0,19,40,36,38,28,23
14984,Ultra Lotto 6/58,5 10 2018,"903,290,152.00",0,1,30,27,36,49,12
14985,Superlotto 6/49,4 10 2018,"80,369,745.00",0,36,30,1,9,6,22
14991,Lotto 6/42,4 10 2018,"52,052,082.00",0,26,28,2,29,35,27
14994,Megalotto 6/45,3 10 2018,"43,022,114.00",0,20,39,22,21,23,36
15002,Grand Lotto 6/55,3 10 2018,"29,700,000.00",0,34,32,7,14,18,27
15003,Superlotto 6/49,2 10 2018,"73,493,268.00",0,14,20,15,21,36,5
15009,Lotto 6/42,2 10 2018,"46,598,259.00",0,21,34,19,22,4,32
15012,Ultra Lotto 6/58,2 10 2018,"849,578,320.00",0,30,41,53,4,2,54
15013,Megalotto 6/45,1 10 2018,"37,509,683.00",0,14,9,18,26,17,11
15021,Grand Lotto 6/55,1 10 2018,"29,700,000.00",0,51,15,29,19,52,6
15022,Superlotto 6/49,30 09 2018,"67,816,683.00",0,25,13,2,39,48,33
15029,Ultra Lotto 6/58,30 09 2018,"809,365,820.00",0,34,30,32,20,3,23
15035,Lotto 6/42,29 09 2018,"41,754,431.00",0,37,3,24,9,2,12
15038,Grand Lotto 6/55,29 09 2018,"29,700,000.00",0,4,29,3,38,32,53
15039,Megalotto 6/45,28 09 2018,"32,346,401.00",0,27,12,5,29,4,15
15047,Ultra Lotto 6/58,28 09 2018,"774,030,800.00",0,46,25,55,26,50,57
15048,Superlotto 6/49,27 09 2018,"61,375,561.00",0,36,1,4,26,18,21
15054,Lotto 6/42,27 09 2018,"36,922,993.00",0,20,25,10,17,42,18
15057,Megalotto 6/45,26 09 2018,"27,254,910.00",0,20,29,28,26,35,1
15065,Grand Lotto 6/55,26 09 2018,"53,449,633.00",1,34,9,28,24,19,42
15066,Superlotto 6/49,25 09 2018,"55,964,344.00",0,7,12,5,18,46,44
15072,Lotto 6/42,25 09 2018,"32,714,804.00",0,19,42,14,8,22,9
15075,Ultra Lotto 6/58,25 09 2018,"734,038,468.00",0,50,21,51,19,53,48
15076,Megalotto 6/45,24 09 2018,"23,549,570.00",0,12,21,42,38,44,3
15084,Grand Lotto 6/55,24 09 2018,"49,134,627.00",0,29,30,48,12,6,9
15085,Superlotto 6/49,23 09 2018,"51,698,066.00",0,18,43,32,21,30,31
15092,Ultra Lotto 6/58,23 09 2018,"704,720,320.00",0,58,8,34,29,35,38
15098,Lotto 6/42,22 09 2018,"29,101,344.00",0,11,1,28,34,33,22
15101,Grand Lotto 6/55,22 09 2018,"45,213,134.00",0,24,49,50,11,21,38
15102,Megalotto 6/45,21 09 2018,"20,027,803.00",0,3,11,37,42,33,26
15110,Ultra Lotto 6/58,21 09 2018,"679,409,304.00",0,6,47,41,55,28,10
15111,Superlotto 6/49,20 09 2018,"46,791,159.00",0,23,14,40,32,17,31
15117,Lotto 6/42,20 09 2018,"25,703,869.00",0,15,32,16,7,9,24
15120,Megalotto 6/45,19 09 2018,"16,145,673.00",0,24,8,36,20,1,13
15128,Grand Lotto 6/55,19 09 2018,"41,480,537.00",0,41,35,24,39,42,26
15129,Superlotto 6/49,18 09 2018,"42,357,000.00",0,16,20,15,43,7,17
15135,Lotto 6/42,18 09 2018,"22,309,033.00",0,5,41,16,7,35,11
15138,Ultra Lotto 6/58,18 09 2018,"650,886,268.00",0,4,35,50,8,47,44
15139,Megalotto 6/45,17 09 2018,"12,917,683.00",0,29,30,7,16,17,14
15147,Grand Lotto 6/55,17 09 2018,"37,517,658.00",0,19,32,29,39,2,17
15148,Superlotto 6/49,16 09 2018,"38,562,504.00",0,33,18,45,12,10,4
15155,Ultra Lotto 6/58,16 09 2018,"625,503,012.00",0,34,15,39,53,36,43
15161,Lotto 6/42,15 09 2018,"19,073,835.00",0,17,38,39,37,42,24
15164,Grand Lotto 6/55,15 09 2018,"33,617,236.00",0,37,32,39,43,55,38
15165,Megalotto 6/45,14 09 2018,"9,725,107.00",0,24,10,45,1,16,42
15173,Ultra Lotto 6/58,14 09 2018,"601,502,936.00",0,52,32,55,17,7,40
15174,Superlotto 6/49,13 09 2018,"34,056,396.00",0,6,24,48,37,29,22
15180,Lotto 6/42,13 09 2018,"16,361,271.00",0,30,14,5,35,3,9
15183,Megalotto 6/45,12 09 2018,"8,910,000.00",0,33,10,19,3,9,20
15191,Grand Lotto 6/55,12 09 2018,"30,333,664.00",0,3,36,52,20,26,33
15192,Superlotto 6/49,11 09 2018,"29,696,646.00",0,5,7,28,49,40,19
15198,Lotto 6/42,11 09 2018,"13,193,719.00",0,17,31,14,2,38,21
15201,Ultra Lotto 6/58,11 09 2018,"574,579,336.00",0,33,30,3,43,18,19
15202,Megalotto 6/45,10 09 2018,"8,910,000.00",0,19,45,44,32,33,6
15210,Grand Lotto 6/55,10 09 2018,"29,700,000.00",0,54,5,48,37,33,16
15211,Superlotto 6/49,9 09 2018,"26,340,863.00",0,23,8,21,5,27,47
15218,Ultra Lotto 6/58,9 09 2018,"551,720,748.00",0,24,35,56,38,28,42
15224,Lotto 6/42,8 09 2018,"10,399,883.00",0,13,21,23,26,10,35
15227,Grand Lotto 6/55,8 09 2018,"29,700,000.00",0,22,46,29,49,5,23
15228,Megalotto 6/45,7 09 2018,"40,063,895.00",1,26,8,45,17,19,25
15236,Ultra Lotto 6/58,7 09 2018,"528,487,576.00",0,17,6,55,54,20,27
15237,Superlotto 6/49,6 09 2018,"22,099,256.00",0,14,12,48,45,43,28
15243,Lotto 6/42,6 09 2018,"7,459,619.00",0,37,15,13,1,6,4
15246,Megalotto 6/45,5 09 2018,"35,553,209.00",0,13,20,23,31,5,33
15254,Grand Lotto 6/55,5 09 2018,"29,700,000.00",0,27,26,47,2,29,5
15255,Superlotto 6/49,4 09 2018,"18,543,489.00",0,19,1,38,39,44,43
15261,Lotto 6/42,4 09 2018,"5,940,000.00",0,15,36,2,30,24,42
15264,Ultra Lotto 6/58,4 09 2018,"503,330,392.00",0,7,8,41,25,13,30
15265,Megalotto 6/45,3 09 2018,"31,564,317.00",0,6,11,39,12,15,27
15273,Grand Lotto 6/55,3 09 2018,"29,700,000.00",0,37,55,48,54,31,15
15274,Superlotto 6/49,2 09 2018,"15,840,000.00",0,22,44,45,23,48,46
15281,Ultra Lotto 6/58,2 09 2018,"485,363,060.00",0,41,51,28,30,54,24
15287,Lotto 6/42,1 09 2018,"5,940,000.00",0,36,13,10,6,3,14
15290,Grand Lotto 6/55,1 09 2018,"29,700,000.00",0,16,28,29,20,30,26
15291,Megalotto 6/45,31 08 2018,"27,784,529.00",0,14,25,43,1,5,42
