LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT,WINNERS
Megalotto 6/45,33-39-08-36-32-05,4 11 2016,17261664.00,0
4D Lotto,2-0-3-6,4 11 2016,36699.00,22
3D Lotto 2PM,1 01 2002,4 11 2016,4500.00,1009
3D Lotto 5PM,1 01 2006,4 11 2016,4500.00,1117
3D Lotto 9PM,1 09 2001,4 11 2016,4500.00,1194
2D Lotto 9PM,May 28,4 11 2016,4000.00,594
2D Lotto 2PM,May 14,4 11 2016,4000.00,303
2D Lotto 5PM,19 May,4 11 2016,4000.00,241
Grand Lotto 6/55,15-29-24-51-55-43,4 11 2016,30835436.00,0
Superlotto 6/49,15-02-23-17-42-30,4 10 2016,83518460.00,0
3D Lotto 2PM,9 08 2005,4 10 2016,4500.00,142
3D Lotto 5PM,5 09 2000,4 10 2016,4500.00,353
3D Lotto 9PM,6 07 2007,4 10 2016,4500.00,454
2D Lotto 9PM,1 Apr,4 10 2016,4000.00,683
2D Lotto 2PM,29 Mar,4 10 2016,4000.00,36
2D Lotto 5PM,Feb 30,4 10 2016,4000.00,202
Ultra Lotto 6/58,53-48-44-04-46-11,4 10 2016,65823720.00,0
6D Lotto,9-3-0-2-5-6,4 09 2016,3884998.00,0
3D Lotto 2PM,4-0-1,4 09 2016,4500.00,752
3D Lotto 5PM,2-0-5,4 09 2016,4500.00,636
3D Lotto 9PM,6 08 2007,4 09 2016,4500.00,356
2D Lotto 9PM,Jun 21,4 09 2016,4000.00,615
Lotto 6/42,38-12-05-35-07-36,4 09 2016,6000000.00,0
2D Lotto 2PM,31-04,4 09 2016,4000.00,109
2D Lotto 5PM,13-18,4 09 2016,4000.00,210
Grand Lotto 6/55,07-23-02-55-39-19,4 09 2016,30000000.00,0
Megalotto 6/45,24-35-17-06-41-10,4 08 2016,14302560.00,0
4D Lotto,7-6-7-4,4 08 2016,95886.00,9
3D Lotto 2PM,0-3-4,4 08 2016,4500.00,353
3D Lotto 5PM,8 09 2005,4 08 2016,4500.00,197
3D Lotto 9PM,9-0-9,4 08 2016,4500.00,870
2D Lotto 9PM,21 May,4 08 2016,4000.00,435
2D Lotto 2PM,15-13,4 08 2016,4000.00,158
2D Lotto 5PM,12 Jun,4 08 2016,4000.00,212
Ultra Lotto 6/58,40-41-01-25-28-44,4 08 2016,63714204.00,0
Superlotto 6/49,25-10-13-15-20-37,4 07 2016,78356548.00,0
6D Lotto,6-3-2-0-7-2,4 07 2016,3670241.44,0
3D Lotto 2PM,8 01 2007,4 07 2016,4500.00,1024
3D Lotto 5PM,4 05 2002,4 07 2016,4500.00,235
3D Lotto 9PM,9 03 2008,4 07 2016,4500.00,374
2D Lotto 9PM,24-13,4 07 2016,4000.00,114
Lotto 6/42,23-15-04-07-06-36,4 07 2016,22612748.00,1
2D Lotto 2PM,9 Apr,4 07 2016,4000.00,308
2D Lotto 5PM,24-27,4 07 2016,4000.00,121
Megalotto 6/45,13-22-18-44-02-21,4 06 2016,11275636.00,0
4D Lotto,8-9-0-8,4 06 2016,31772.00,22
3D Lotto 2PM,3 01 2008,4 06 2016,4500.00,930
3D Lotto 5PM,4 05 2002,4 06 2016,4500.00,465
3D Lotto 9PM,4 09 2004,4 06 2016,4500.00,545
2D Lotto 9PM,25 Nov,4 06 2016,4000.00,474
2D Lotto 2PM,16-17,4 06 2016,4000.00,212
2D Lotto 5PM,19 Sep,4 06 2016,4000.00,193
Grand Lotto 6/55,32-02-01-52-17-27,4 06 2016,30000000.00,0
Superlotto 6/49,49-04-20-46-40-30,4 05 2016,73472396.00,0
6D Lotto,8-5-7-6-6-6,4 05 2016,3335309.98,0
3D Lotto 2PM,0-3-1,4 05 2016,4500.00,369
3D Lotto 5PM,0-1-0,4 05 2016,4500.00,1005
3D Lotto 9PM,2 06 2002,4 05 2016,4500.00,950
2D Lotto 9PM,29 Mar,4 05 2016,4000.00,219
Lotto 6/42,12-37-34-11-21-24,4 05 2016,19938084.00,0
2D Lotto 2PM,23-22,4 05 2016,4000.00,35
2D Lotto 5PM,15 Feb,4 05 2016,4000.00,152
Megalotto 6/45,41-35-24-43-37-25,4 04 2016,9000000.00,0
4D Lotto,3-6-5-9,4 04 2016,83731.00,9
3D Lotto 2PM,3 08 2002,4 04 2016,4500.00,330
3D Lotto 5PM,9 01 2002,4 04 2016,4500.00,347
3D Lotto 9PM,6 04 2008,4 04 2016,4500.00,682
2D Lotto 9PM,15 Aug,4 04 2016,4000.00,603
2D Lotto 2PM,7 Dec,4 04 2016,4000.00,248
2D Lotto 5PM,23 Oct,4 04 2016,4000.00,200
Grand Lotto 6/55,53-17-50-09-51-48,4 04 2016,30000000.00,0
Superlotto 6/49,32-02-28-40-37-27,4 03 2016,68937996.00,0
3D Lotto 2PM,8 08 2007,4 03 2016,4500.00,438
3D Lotto 5PM,3 07 2000,4 03 2016,4500.00,455
3D Lotto 9PM,1 09 2002,4 03 2016,4500.00,523
2D Lotto 9PM,17 Jun,4 03 2016,4000.00,265
2D Lotto 2PM,22-13,4 03 2016,4000.00,70
2D Lotto 5PM,13-15,4 03 2016,4000.00,174
Ultra Lotto 6/58,36-39-33-01-11-50,4 03 2016,60885856.00,0
6D Lotto,2-2-7-9-0-0,4 02 2016,2957040.36,0
3D Lotto 2PM,4 02 2009,4 02 2016,4500.00,900
3D Lotto 5PM,8 07 2003,4 02 2016,4500.00,452
3D Lotto 9PM,8 08 2001,4 02 2016,4500.00,541
2D Lotto 9PM,6 Sep,4 02 2016,4000.00,655
Lotto 6/42,26-01-11-14-42-02,4 02 2016,17236732.00,0
2D Lotto 2PM,Aug 26,4 02 2016,4000.00,240
2D Lotto 5PM,23-20,4 02 2016,4000.00,111
Grand Lotto 6/55,11-29-22-01-39-40,4 02 2016,30000000.00,0
Megalotto 6/45,34-15-40-08-23-44,4 01 2016,9000000.00,0
4D Lotto,4-3-2-2,4 01 2016,23483.00,24
3D Lotto 2PM,3 05 2008,4 01 2016,4500.00,890
3D Lotto 5PM,0-4-5,4 01 2016,4500.00,541
3D Lotto 9PM,3 09 2004,4 01 2016,4500.00,493
2D Lotto 9PM,21-19,4 01 2016,4000.00,282
2D Lotto 2PM,31-15,4 01 2016,4000.00,116
2D Lotto 5PM,22-20,4 01 2016,4000.00,67
Ultra Lotto 6/58,47-25-20-44-06-55,4 01 2016,58719148.00,0
Superlotto 6/49,22-09-08-31-02-44,3/31/2016,64175048.00,0
6D Lotto,4-3-5-2-9-0,3/31/2016,2682030.34,0
3D Lotto 2PM,8 02 2004,3/31/2016,4500.00,384
3D Lotto 5PM,1 02 2007,3/31/2016,4500.00,751
3D Lotto 9PM,5 01 2004,3/31/2016,4500.00,1216
2D Lotto 9PM,Sep 24,3/31/2016,4000.00,640
Lotto 6/42,05-27-07-14-35-17,3/31/2016,14349076.00,0
2D Lotto 2PM,16-13,3/31/2016,4000.00,101
2D Lotto 5PM,18-19,3/31/2016,4000.00,181
Megalotto 6/45,23-15-34-31-07-10,3/30/2016,9000000.00,0
4D Lotto,6-9-8-1,3/30/2016,35191.00,25
3D Lotto 2PM,0-9-3,3/30/2016,4500.00,245
3D Lotto 5PM,1 02 2000,3/30/2016,4500.00,956
3D Lotto 9PM,6-0-0,3/30/2016,4500.00,747
2D Lotto 9PM,May 16,3/30/2016,4000.00,614
2D Lotto 2PM,Mar 23,3/30/2016,4000.00,219
2D Lotto 5PM,29-20,3/30/2016,4000.00,78
Grand Lotto 6/55,46-51-32-26-53-09,3/30/2016,30000000.00,0
Superlotto 6/49,05-49-14-27-34-19,3/29/2016,59719660.00,0
6D Lotto,7-7-0-7-8-3,3/29/2016,2356062.68,0
3D Lotto 2PM,7 07 2009,3/29/2016,4500.00,318
3D Lotto 5PM,9 09 2006,3/29/2016,4500.00,302
3D Lotto 9PM,1 02 2001,3/29/2016,4500.00,907
2D Lotto 9PM,24 Aug,3/29/2016,4000.00,455
Lotto 6/42,18-32-01-10-16-02,3/29/2016,11947876.00,0
2D Lotto 2PM,27 Jul,3/29/2016,4000.00,232
2D Lotto 5PM,May 19,3/29/2016,4000.00,235
Megalotto 6/45,20-24-19-44-16-30,3/28/2016,32940388.00,1
4D Lotto,8-0-8-9,3/28/2016,28671.00,28
3D Lotto 2PM,1 09 2005,3/28/2016,4500.00,419
3D Lotto 5PM,7-0-8,3/28/2016,4500.00,473
3D Lotto 9PM,0-6-0,3/28/2016,4500.00,540
2D Lotto 9PM,18-27,3/28/2016,4000.00,672
2D Lotto 2PM,18-22,3/28/2016,4000.00,222
2D Lotto 5PM,30 Jan,3/28/2016,4000.00,132
Grand Lotto 6/55,46-55-25-30-51-15,3/28/2016,30000000.00,0
Megalotto 6/45,44-18-19-34-35-21,3/23/2016,29303696.00,0
4D Lotto,5-1-0-1,3/23/2016,46305.00,17
3D Lotto 2PM,5 08 2008,3/23/2016,4500.00,396
3D Lotto 5PM,5 03 2009,3/23/2016,4500.00,316
3D Lotto 9PM,4 04 2001,3/23/2016,4500.00,1206
2D Lotto 9PM,2 Jul,3/23/2016,4000.00,607
2D Lotto 2PM,29-28,3/23/2016,4000.00,94
2D Lotto 5PM,23 Jun,3/23/2016,4000.00,200
Grand Lotto 6/55,14-40-20-32-27-10,3/23/2016,30000000.00,0
Superlotto 6/49,42-20-27-31-04-28,3/22/2016,55224932.00,0
6D Lotto,6-4-9-8-6-8,3/22/2016,1954460.70,0
3D Lotto 2PM,8 09 2007,3/22/2016,4500.00,264
3D Lotto 5PM,2 06 2000,3/22/2016,4500.00,289
3D Lotto 9PM,0-4-0,3/22/2016,4500.00,565
2D Lotto 9PM,3 Jun,3/22/2016,4000.00,647
Lotto 6/42,08-19-13-24-25-35,3/22/2016,9491792.00,0
2D Lotto 2PM,30-18,3/22/2016,4000.00,151
2D Lotto 5PM,19-14,3/22/2016,4000.00,152
Megalotto 6/45,25-23-39-06-33-20,3/21/2016,25838452.00,0
4D Lotto,0-5-6-6,3/21/2016,53157.00,16
3D Lotto 2PM,2 01 2003,3/21/2016,4500.00,723
3D Lotto 5PM,7 09 2008,3/21/2016,4500.00,545
3D Lotto 9PM,6 04 2001,3/21/2016,4500.00,439
2D Lotto 9PM,28-26,3/21/2016,4000.00,206
2D Lotto 2PM,6 Feb,3/21/2016,4000.00,241
2D Lotto 5PM,Jul 29,3/21/2016,4000.00,141
Grand Lotto 6/55,48-35-31-33-16-36,3/21/2016,30000000.00,0
Superlotto 6/49,10-16-40-17-03-09,3/20/2016,51098220.00,0
3D Lotto 2PM,4 06 2003,3/20/2016,4500.00,364
3D Lotto 5PM,1 04 2006,3/20/2016,4500.00,650
3D Lotto 9PM,0-7-3,3/20/2016,4500.00,448
2D Lotto 9PM,8 Aug,3/20/2016,4000.00,1120
2D Lotto 2PM,3 Apr,3/20/2016,4000.00,250
2D Lotto 5PM,18 May,3/20/2016,4000.00,171
Ultra Lotto 6/58,29-08-33-46-35-21,3/20/2016,55709300.00,0
6D Lotto,8-7-6-5-1-0,3/19/2016,1607257.56,0
3D Lotto 2PM,6 01 2007,3/19/2016,4500.00,1092
3D Lotto 5PM,2-0-7,3/19/2016,4500.00,743
3D Lotto 9PM,0-2-0,3/19/2016,4500.00,853
2D Lotto 9PM,4 Sep,3/19/2016,4000.00,713
Lotto 6/42,03-26-31-36-39-30,3/19/2016,7170456.00,0
2D Lotto 2PM,18-14,3/19/2016,4000.00,190
2D Lotto 5PM,Jul 26,3/19/2016,4000.00,185
Grand Lotto 6/55,49-38-28-26-45-23,3/19/2016,30000000.00,0
Megalotto 6/45,18-02-32-11-35-44,3/18/2016,22446192.00,0
4D Lotto,7-3-6-0,3/18/2016,52647.00,16
3D Lotto 2PM,3-0-8,3/18/2016,4500.00,763
3D Lotto 5PM,0-2-6,3/18/2016,4500.00,320
3D Lotto 9PM,7 08 2008,3/18/2016,4500.00,856
2D Lotto 9PM,20-16,3/18/2016,4000.00,671
2D Lotto 2PM,22 Aug,3/18/2016,4000.00,241
2D Lotto 5PM,24-26,3/18/2016,4000.00,235
Ultra Lotto 6/58,33-04-48-44-19-38,3/18/2016,53409188.00,0
Superlotto 6/49,47-05-06-46-09-15,3/17/2016,46985392.00,0
6D Lotto,2-1-6-0-7-3,3/17/2016,1402117.92,0
3D Lotto 2PM,6 01 2003,3/17/2016,4500.00,1053
3D Lotto 5PM,0-0-9,3/17/2016,4500.00,73
3D Lotto 9PM,1 03 2002,3/17/2016,4500.00,1095
2D Lotto 9PM,15 Jul,3/17/2016,4000.00,259
Lotto 6/42,13-23-38-10-34-36,3/17/2016,6000000.00,0
2D Lotto 2PM,30-19,3/17/2016,4000.00,74
2D Lotto 5PM,18-22,3/17/2016,4000.00,209
Megalotto 6/45,09-27-43-02-31-22,3/16/2016,18971380.00,0
4D Lotto,4-5-6-1,3/16/2016,33636.00,25
3D Lotto 2PM,4 01 2002,3/16/2016,4500.00,857
3D Lotto 5PM,5-0-6,3/16/2016,4500.00,491
3D Lotto 9PM,4 03 2007,3/16/2016,4500.00,816
2D Lotto 9PM,Sep 18,3/16/2016,4000.00,552
2D Lotto 2PM,17-14,3/16/2016,4000.00,105
2D Lotto 5PM,25 May,3/16/2016,4000.00,168
Grand Lotto 6/55,13-29-30-27-36-06,3/16/2016,30000000.00,0
Superlotto 6/49,20-03-15-13-06-12,3/15/2016,42803512.00,0
6D Lotto,8-9-8-7-0-7,3/15/2016,1140506.18,0
3D Lotto 2PM,9 05 2008,3/15/2016,4500.00,390
3D Lotto 5PM,8 02 2004,3/15/2016,4500.00,641
3D Lotto 9PM,7-0-7,3/15/2016,4500.00,794
2D Lotto 9PM,11 May,3/15/2016,4000.00,604
Lotto 6/42,30-20-15-01-41-40,3/15/2016,6000000.00,0
2D Lotto 2PM,12 Nov,3/15/2016,4000.00,107
2D Lotto 5PM,30-13,3/15/2016,4000.00,77
Megalotto 6/45,15-03-25-16-24-41,3/14/2016,15698092.00,0
4D Lotto,4-4-3-3,3/14/2016,26040.00,32
3D Lotto 2PM,1 09 2005,3/14/2016,4500.00,628
3D Lotto 5PM,1 05 2006,3/14/2016,4500.00,1038
3D Lotto 9PM,5 01 2006,3/14/2016,4500.00,978
2D Lotto 9PM,3 Mar,3/14/2016,4000.00,1364
2D Lotto 2PM,14-16,3/14/2016,4000.00,276
2D Lotto 5PM,May 27,3/14/2016,4000.00,229
Grand Lotto 6/55,14-10-09-12-28-23,3/14/2016,59736300.00,1
Superlotto 6/49,34-06-18-38-04-30,3/13/2016,38842624.00,0
3D Lotto 2PM,0-0-9,3/13/2016,4500.00,290
3D Lotto 5PM,4-0-9,3/13/2016,4500.00,621
3D Lotto 9PM,8 01 2004,3/13/2016,4500.00,1212
2D Lotto 9PM,30 Jun,3/13/2016,4000.00,215
2D Lotto 2PM,19-13,3/13/2016,4000.00,201
2D Lotto 5PM,15-29,3/13/2016,4000.00,221
Ultra Lotto 6/58,27-12-01-11-29-52,3/13/2016,50604224.00,0
6D Lotto,7-3-2-8-2-0,3 12 2016,788918.22,0
3D Lotto 2PM,9 03 2001,3 12 2016,4500.00,263
3D Lotto 5PM,8 03 2002,3 12 2016,4500.00,394
3D Lotto 9PM,8 09 2004,3 12 2016,4500.00,1281
2D Lotto 9PM,28-18,3 12 2016,4000.00,159
Lotto 6/42,20-06-27-38-22-04,3 12 2016,10017740.00,1
2D Lotto 2PM,30-15,3 12 2016,4000.00,222
2D Lotto 5PM,Oct 14,3 12 2016,4000.00,261
Grand Lotto 6/55,05-43-20-12-44-47,3 12 2016,56193720.00,0
Megalotto 6/45,38-39-41-24-37-22,3 11 2016,12663620.00,0
4D Lotto,2-5-9-1,3 11 2016,23159.00,41
3D Lotto 2PM,0-1-6,3 11 2016,4500.00,747
3D Lotto 5PM,4 08 2007,3 11 2016,4500.00,333
3D Lotto 9PM,9 09 2008,3 11 2016,4500.00,655
2D Lotto 9PM,6 Aug,3 11 2016,4000.00,604
2D Lotto 2PM,29 Jan,3 11 2016,4000.00,143
2D Lotto 5PM,14-31,3 11 2016,4000.00,143
Ultra Lotto 6/58,25-07-36-39-31-30,3 11 2016,50000000.00,0
Superlotto 6/49,08-17-23-13-34-35,3 10 2016,34979720.00,0
6D Lotto,1-4-1-7-5-7,3 10 2016,613163.14,0
3D Lotto 2PM,3 05 2009,3 10 2016,4500.00,287
3D Lotto 5PM,5 02 2004,3 10 2016,4500.00,751
3D Lotto 9PM,7 08 2002,3 10 2016,4500.00,686
2D Lotto 9PM,17-20,3 10 2016,4000.00,414
Lotto 6/42,34-27-07-15-24-19,3 10 2016,7405284.00,0
2D Lotto 2PM,31 Jan,3 10 2016,4000.00,240
2D Lotto 5PM,13-19,3 10 2016,4000.00,248
Megalotto 6/45,28-25-38-36-42-23,3 09 2016,9465620.00,0
4D Lotto,9-0-5-9,3 09 2016,34412.00,23
3D Lotto 2PM,1 04 2000,3 09 2016,4500.00,480
3D Lotto 5PM,4 02 2004,3 09 2016,4500.00,395
3D Lotto 9PM,5 07 2004,3 09 2016,4500.00,743
2D Lotto 9PM,31-09,3 09 2016,4000.00,249
2D Lotto 2PM,9 Oct,3 09 2016,4000.00,351
2D Lotto 5PM,28 Aug,3 09 2016,4000.00,181
Grand Lotto 6/55,30-07-21-41-03-42,3 09 2016,52325584.00,0
Superlotto 6/49,16-31-30-46-25-04,3 08 2016,31175992.00,0
6D Lotto,5-2-2-8-0-5,3 08 2016,563163.14,0
3D Lotto 2PM,2 04 2005,3 08 2016,4500.00,489
3D Lotto 5PM,9 01 2002,3 08 2016,4500.00,1060
3D Lotto 9PM,5 08 2008,3 08 2016,4500.00,814
2D Lotto 9PM,23 Nov,3 08 2016,4000.00,400
Lotto 6/42,21-27-09-31-26-30,3 08 2016,6000000.00,0
2D Lotto 2PM,31 Aug,3 08 2016,4000.00,194
2D Lotto 5PM,14-28,3 08 2016,4000.00,239
Megalotto 6/45,23-02-36-35-42-45,3 07 2016,9000000.00,0
4D Lotto,6-4-0-2,3 07 2016,32346.00,24
3D Lotto 2PM,1 02 2001,3 07 2016,4500.00,976
3D Lotto 5PM,4 05 2001,3 07 2016,4500.00,469
3D Lotto 9PM,3 06 2000,3 07 2016,4500.00,961
2D Lotto 9PM,May 15,3 07 2016,4000.00,662
2D Lotto 2PM,Feb 29,3 07 2016,4000.00,245
2D Lotto 5PM,May 29,3 07 2016,4000.00,242
Grand Lotto 6/55,42-36-06-55-41-51,3 07 2016,48755836.00,0
Superlotto 6/49,13-33-01-03-18-32,3 06 2016,27510960.00,0
3D Lotto 2PM,4-0-1,3 06 2016,4500.00,701
3D Lotto 5PM,3 05 2009,3 06 2016,4500.00,389
3D Lotto 9PM,4 03 2006,3 06 2016,4500.00,825
2D Lotto 9PM,26-23,3 06 2016,4000.00,130
2D Lotto 2PM,21-20,3 06 2016,4000.00,54
2D Lotto 5PM,22 Nov,3 06 2016,4000.00,217
Ultra Lotto 6/58,48-37-33-34-41-50,3 06 2016,50000000.00,0
6D Lotto,9-5-4-8-4-8,3 05 2016,419623.16,0
3D Lotto 2PM,0-0-8,3 05 2016,4500.00,256
3D Lotto 5PM,6 09 2000,3 05 2016,4500.00,434
3D Lotto 9PM,6 08 2002,3 05 2016,4500.00,503
2D Lotto 9PM,18 Feb,3 05 2016,4000.00,568
Lotto 6/42,10-22-17-06-28-05,3 05 2016,6000000.00,0
2D Lotto 2PM,16-20,3 05 2016,4000.00,237
2D Lotto 5PM,6 Feb,3 05 2016,4000.00,316
Grand Lotto 6/55,08-11-50-38-54-40,3 05 2016,45316360.00,0
Megalotto 6/45,22-33-10-39-16-25,3 04 2016,9000000.00,0
4D Lotto,9-7-4-6,3 04 2016,105380.00,8
3D Lotto 2PM,7 04 2007,3 04 2016,4500.00,710
3D Lotto 5PM,2 04 2001,3 04 2016,4500.00,1144
3D Lotto 9PM,4 04 2003,3 04 2016,4500.00,807
2D Lotto 9PM,23 Mar,3 04 2016,4000.00,470
2D Lotto 2PM,Sep 27,3 04 2016,4000.00,333
2D Lotto 5PM,16-18,3 04 2016,4000.00,232
Ultra Lotto 6/58,36-41-03-06-15-26,3 04 2016,50000000.00,0
Superlotto 6/49,31-37-36-09-24-30,3 03 2016,23804496.00,0
6D Lotto,5-5-2-1-1-4,3 03 2016,150000.00,0
3D Lotto 2PM,3 07 2007,3 03 2016,4500.00,423
3D Lotto 5PM,2-0-4,3 03 2016,4500.00,800
3D Lotto 9PM,4 06 2006,3 03 2016,4500.00,674
2D Lotto 9PM,6 Mar,3 03 2016,4000.00,770
Lotto 6/42,19-02-31-42-21-08,3 03 2016,13078736.00,2
2D Lotto 2PM,12 Jun,3 03 2016,4000.00,219
2D Lotto 5PM,18-27,3 03 2016,4000.00,234
Megalotto 6/45,21-18-03-05-34-10,3 02 2016,43376412.00,1
4D Lotto,3-6-5-3,3 02 2016,67415.00,13
3D Lotto 2PM,5 07 2009,3 02 2016,4500.00,339
3D Lotto 5PM,7 06 2005,3 02 2016,4500.00,863
3D Lotto 9PM,2 01 2001,3 02 2016,4500.00,1297
2D Lotto 9PM,17 Nov,3 02 2016,4000.00,391
2D Lotto 2PM,20-27,3 02 2016,4000.00,176
2D Lotto 5PM,31-25,3 02 2016,4000.00,79
Grand Lotto 6/55,38-51-08-22-13-29,3 02 2016,41646608.00,0
Superlotto 6/49,09-21-30-42-38-34,3 01 2016,20296300.00,0
6D Lotto,8-5-2-0-2-9,3 01 2016,150000.00,0
3D Lotto 2PM,1 04 2001,3 01 2016,4500.00,920
3D Lotto 5PM,1 03 2008,3 01 2016,4500.00,1134
3D Lotto 9PM,7 06 2004,3 01 2016,4500.00,730
2D Lotto 9PM,2 Jan,3 01 2016,4000.00,650
Lotto 6/42,05-07-37-04-19-13,3 01 2016,10362860.00,0
2D Lotto 2PM,Apr 28,3 01 2016,4000.00,252
2D Lotto 5PM,28 Jul,3 01 2016,4000.00,189
Megalotto 6/45,22-03-35-27-01-32,2/29/2016,38954944.00,0
4D Lotto,1-0-0-9,2/29/2016,10000.00,99
3D Lotto 2PM,5 04 2001,2/29/2016,4500.00,719
3D Lotto 5PM,9 01 2008,2/29/2016,4500.00,1135
3D Lotto 9PM,0-0-9,2/29/2016,4500.00,414
2D Lotto 9PM,28-25,2/29/2016,4000.00,166
2D Lotto 2PM,25-30,2/29/2016,4000.00,256
2D Lotto 5PM,30-31,2/29/2016,4000.00,292
Grand Lotto 6/55,38-51-36-20-48-47,2/29/2016,38738036.00,0
Superlotto 6/49,01-31-40-30-42-33,2/28/2016,16890592.00,0
3D Lotto 2PM,5 03 2009,2/28/2016,4500.00,335
3D Lotto 5PM,9 01 2003,2/28/2016,4500.00,500
3D Lotto 9PM,8 04 2007,2/28/2016,4500.00,829
2D Lotto 9PM,6 Sep,2/28/2016,4000.00,792
2D Lotto 2PM,24 Oct,2/28/2016,4000.00,87
2D Lotto 5PM,1 Mar,2/28/2016,4000.00,285
Ultra Lotto 6/58,10-13-23-11-07-09,2/28/2016,50000000.00,0
6D Lotto,8-6-4-1-5-5,2/27/2016,3357968.00,1
3D Lotto 2PM,1 06 2003,2/27/2016,4500.00,716
3D Lotto 5PM,8 06 2003,2/27/2016,4500.00,464
3D Lotto 9PM,9 03 2008,2/27/2016,4500.00,835
2D Lotto 9PM,16-19,2/27/2016,4000.00,345
Lotto 6/42,03-06-14-37-21-23,2/27/2016,7639400.00,0
2D Lotto 2PM,8 Feb,2/27/2016,4000.00,219
2D Lotto 5PM,Oct 23,2/27/2016,4000.00,224
Grand Lotto 6/55,15-44-35-14-05-45,2/27/2016,35861000.00,0
Megalotto 6/45,34-26-24-29-23-03,2/26/2016,34580876.00,0
4D Lotto,9-5-4-8,2/26/2016,23882.00,35
3D Lotto 2PM,9 08 2008,2/26/2016,4500.00,252
3D Lotto 5PM,5 02 2002,2/26/2016,4500.00,1128
3D Lotto 9PM,3 02 2007,2/26/2016,4500.00,870
2D Lotto 9PM,Jan 21,2/26/2016,4000.00,427
2D Lotto 2PM,10 Nov,2/26/2016,4000.00,232
2D Lotto 5PM,24 Oct,2/26/2016,4000.00,163
Ultra Lotto 6/58,44-58-09-41-23-35,2/26/2016,50000000.00,0
Superlotto 6/49,33-48-47-28-26-41,2/25/2016,16000000.00,0
6D Lotto,9-7-7-3-9-5,2/25/2016,3095914.42,0
3D Lotto 2PM,4 02 2009,2/25/2016,4500.00,618
3D Lotto 5PM,9 03 2001,2/25/2016,4500.00,294
3D Lotto 9PM,4 02 2004,2/25/2016,4500.00,1103
2D Lotto 9PM,May 15,2/25/2016,4000.00,626
Lotto 6/42,34-21-16-05-14-11,2/25/2016,6000000.00,0
2D Lotto 2PM,Dec 29,2/25/2016,4000.00,191
2D Lotto 5PM,Jul 18,2/25/2016,4000.00,249
Megalotto 6/45,01-30-31-37-09-35,2/24/2016,30404952.00,0
4D Lotto,6-3-9-7,2/24/2016,42314.00,24
3D Lotto 2PM,1 08 2008,2/24/2016,4500.00,830
3D Lotto 5PM,3 01 2009,2/24/2016,4500.00,995
3D Lotto 9PM,0-1-9,2/24/2016,4500.00,720
2D Lotto 9PM,27-18,2/24/2016,4000.00,544
2D Lotto 2PM,18-16,2/24/2016,4000.00,78
2D Lotto 5PM,27-24,2/24/2016,4000.00,106
Grand Lotto 6/55,24-17-08-28-30-18,2/24/2016,32449528.00,0
Superlotto 6/49,32-28-48-25-16-38,2/23/2016,16000000.00,0
6D Lotto,2-5-9-7-3-6,2/23/2016,2713240.46,0
3D Lotto 2PM,0-3-4,2/23/2016,4500.00,610
3D Lotto 5PM,9 05 2008,2/23/2016,4500.00,437
3D Lotto 9PM,4 08 2007,2/23/2016,4500.00,547
2D Lotto 9PM,14-13,2/23/2016,4000.00,143
Lotto 6/42,32-04-11-08-31-26,2/23/2016,6000000.00,0
2D Lotto 2PM,16-31,2/23/2016,4000.00,201
2D Lotto 5PM,31-06,2/23/2016,4000.00,170
Megalotto 6/45,41-25-31-06-39-16,2/22/2016,26468080.00,0
4D Lotto,2-5-6-9,2/22/2016,30937.00,29
3D Lotto 2PM,8 01 2006,2/22/2016,4500.00,659
3D Lotto 5PM,2 02 2004,2/22/2016,4500.00,1127
3D Lotto 9PM,5 03 2002,2/22/2016,4500.00,1265
2D Lotto 9PM,Sep 26,2/22/2016,4000.00,654
2D Lotto 2PM,19-23,2/22/2016,4000.00,136
2D Lotto 5PM,29-17,2/22/2016,4000.00,72
Grand Lotto 6/55,48-09-32-50-38-07,2/22/2016,30000000.00,0
Superlotto 6/49,38-22-44-34-36-45,2/21/2016,16000000.00,0
3D Lotto 2PM,3 09 2002,2/21/2016,4500.00,143
3D Lotto 5PM,0-1-2,2/21/2016,4500.00,346
3D Lotto 9PM,7 02 2003,2/21/2016,4500.00,887
2D Lotto 9PM,1 Dec,2/21/2016,4000.00,286
2D Lotto 2PM,22 Jun,2/21/2016,4000.00,132
2D Lotto 5PM,2 May,2/21/2016,4000.00,248
Ultra Lotto 6/58,39-33-19-21-09-55,2/21/2016,50000000.00,0
6D Lotto,0-6-0-8-9-0,2/20/2016,2413381.38,0
3D Lotto 2PM,1 09 2006,2/20/2016,4500.00,485
3D Lotto 5PM,3 09 2008,2/20/2016,4500.00,331
3D Lotto 9PM,5 05 2001,2/20/2016,4500.00,1040
2D Lotto 9PM,23-29,2/20/2016,4000.00,471
Lotto 6/42,23-40-01-42-18-25,2/20/2016,15293772.00,1
2D Lotto 2PM,27-20,2/20/2016,4000.00,131
2D Lotto 5PM,24-28,2/20/2016,4000.00,119
Grand Lotto 6/55,42-05-01-52-39-43,2/20/2016,30000000.00,0
Megalotto 6/45,02-41-19-11-21-24,2/19/2016,22608484.00,0
4D Lotto,6-4-3-9,2/19/2016,31736.00,30
3D Lotto 2PM,8 04 2003,2/19/2016,4500.00,258
3D Lotto 5PM,4 09 2001,2/19/2016,4500.00,384
